State,County,FIPS Code,Geographic Coordinates,Life Expectancy,Current Adult Asthma,Stroke,COPD,CHD,High Blood Pressure ,Delay (congestion) per capita/census tract,Flooding risk to roads,Lane miles per capita,Road Quality and Maintenance,Public Transit Performance,Residential Energy Cost Burden,EV Charging Stations,Modified Retail Food Environment Index,Food Insecurity,Total vehicle miles traveled per capita,Passenger vehicle miles traveled per capita,Truck vehicle miles traveled per capita,Heavy Duty Vehicle vehicle miles traveled per capita,Proximity to Ports,Rail Crossings,Traffic Proximity and Volume,National Transportation Noise Map,Risk-Screening Environmental Indicators (RSEI) ,Air Tox Respiratory,Air Tox Neurological,Air Tox Liver,Air Tox Developmental,Air Tox Reproductive,Air Tox Kidney,Air Tox Immunological,Air Tox Thyroid,Air Tox Total Cancer Risk,Black Carbon,Agricultural pesticides,Lead Paint: % housing units built before 1960,Lead in drinking water violations,Brownfields,Stream Toxicity Risk-Screening Environmental Indicators (RSEI),NPL sites,Hazardous Waste Management Facilities (TSDFs) ,Facilities with Enforcement or Violation,Landfills,TSCA Facilities ,Risk Management Plan Facilities,Chemical Manufacturers,Metal Recyclers,Annual average PM2.5 concentrations,NO2 concentration,Ozone concentration,Parks and Greenspace,Impermeable Surfaces,Forest Land Cover,Temperature-related mortality,Deaths from climate disasters,Increased PM2.5 mortality - CVD (ages 65+),Increased Ozone mortality (all ages),Increase in childhood asthma incidence,Aedes aldopictus dengue transmission increase,Aedes aegypti dengue transmission increase,Aedes aegypti zika transmission increase,FEMA Hazard Mitigation Grants ,Flooding risk to properties,Residential Energy Expenditures (% change),Methane Emissions,Cold Wave - Annualized Frequency,Days with maximum temperature above 35 C,Days with maximum temperature above 40C,Frost Days,Maximum of maximum temperatures,Mean temperature,Urban Heat Island Extreme Heat Days,Drought - Annualized Frequency,Consecutive Dry Days,Wildfire - Annualized Frequency,Surface PM2.5,Snowfall,Standardized Precip Index
IL,DuPage,17043845602,"+41.7883330,-087.9929697",80.9,8.6,2.5,5.4,5.1,30.4,74,1.61,0,,4.65,1,4.406808424,0,6,5.67,5.67,0,0,,2,99.4363751188177,50.4682999,5440,0.4,0.06,0.01,0.06,0.08,0.01,0.03,0.03,40,9.91791983,4.452574526,7.29408918832381,0,,0.050625733874478,0.097577046746245,1.82074934113904,0.960211264,,0.530749467,0.194221555338251,1.173073923,,8.9,4.301,37.24,5,36.5,0.5,-1.856730802,5220,-0.00011,4.43E-06,-0.000139,0,2,4,21662611.62,0.5,0.031368797,1269485485012,0.741350906,18.49355568,7.253760376,-31.82521164,3.763446298,3.574215247,14.3333333333333,4.277777777,-0.108578447,5.31E-07,-2.564266922,-0.127331374,36.00947714
IL,DuPage,17043845701,"+41.7755511,-088.0242964",81.8,8.8,2.5,5.6,5.1,30.9,74,1.52,0,,5,1,4.033446993,16,6,11.08,11.08,0,0,,0,102.889728817343,49.4610596,3600,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,21.3685068238598,0,,0.24293184854106,0.096715297009515,2.7352821891713,1.774528343,,0.018459519,0.327787610865362,0.510481687,0.145178988,8.917,4.113,37.5,2,35.9,0.1,-1.856730802,5220,-1E-04,4.43E-06,-8.17E-05,0,2,4,21662611.62,0.5,0.031368797,5021090839552,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,5.43E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043845702,"+41.7727684,-088.0066216",80.2,8.3,2.4,5,5.1,30.3,74,1.53,0,233.11,3.83,1,4.008203558,5,6,15.12,14.65,0.37,0.1,,0,342.829425563999,48.4336205,4860,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,40,9.91791983,4.452574526,24.5668417852877,0,,0.189996325666342,0.108765239755898,2.6052582579067,1.233521298,,0.158907045,0.2374743283645,0.620722408,0.020817189,8.878,4.182,37.46,8,35.6,0.5,-1.856730802,5220,-0.00011,4.43E-06,-0.000105,0,2,4,21662611.62,0.5,0.031368797,3753186203387,0.741350906,18.9850726,7.492541392,-31.86508611,3.81745445,3.601477472,14.6666666666667,4.277777777,-0.177282964,2.79E-06,-2.519861895,-0.122175916,34.65287487
IL,DuPage,17043845703,"+41.7562638,-088.0237099",81.9,8.4,2.1,4.6,4.3,27.2,74,1.5,0,118.6,3.95,1,5.199581261,11,6,11.4,10.47,0.76,0.17,,0,232.767927549443,53.4488907,3520,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,62.800738661387,0,,0.129636987831646,0.111397848542586,2.41854886929796,1.146019747,0.22704542,,0.215366707159733,0.049326698,,9.078,4.099,37.63,4,48.4,0,-1.856730802,5220,-1E-04,4.43E-06,-0.000142,0,2,4,21662611.62,0.5,0.031368797,5021090839552,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,8.81E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043845704,"+41.7591469,-088.0059968",77,8.7,2.7,5.7,5.4,31.2,74,1.52,0,150.07,3.6,1,4.176188726,8,6,10.24,9.33,0.7,0.21,,0,525.420868164078,52.985611,3780,0.4,0.06,0.01,0.06,0.07,0.01,0.02,0.03,40,9.91791983,4.452574526,44.8627936380777,0,,0.0304774069433585,0.135493401081996,2.06552577610426,0.887933298,,,0.205876201787325,0.16568893,,8.95,4.122,37.76,3,45.8,0,-1.856730802,5220,-0.00012,4.43E-06,-0.000185,0,2,4,21662611.62,0.5,0.031368797,4451732147699,0.741350906,19.12334421,7.55971433,-31.87630344,3.832647811,3.609146774,14.6666666666667,4.277777777,-0.196610649,1.3E-06,-2.507370047,-0.120725603,34.27124085
IL,DuPage,17043845802,"+41.7462084,-087.9997705",83.4,8.6,2.8,6,5.8,33.3,74,1.41,0,108.52,3.37,1,5.149437793,5,6,17.7,16.67,0.78,0.25,,0,274.85605483939,52.7281685,4160,0.4,0.07,0.01,0.06,0.07,0.009,0.02,0.03,40,9.91791983,4.452574526,43.4584466426345,0,,0.077526671116026,0.163020277348331,2.45815584333598,0.769211848,,,0.23510266047902,0.34495357,0.100246447,9.122,4.167,37.92,1,45.6,1.9,-1.856730802,5220,-0.00011,4.43E-06,-6.72E-05,0,2,4,21662611.62,0.5,0.031368797,2735258558400,0.741350906,18.78363482,7.394682062,-31.8487444,3.795320355,3.590304628,16.3333333333333,4.277777777,-0.149125876,1.36E-06,-2.538060353,-0.124288771,35.20884951
IL,DuPage,17043845803,"+41.7054110,-087.9838796",79.6,10.2,2.9,6.7,5.4,31.9,74,1.59,0,56.96,2,2,3.769410699,13,6,103.1,91.43,3.17,8.51,,6,497.59865818602,56.0128403,6810,0.4,0.07,0.01,0.06,0.08,0.01,0.02,0.05,50,9.91791983,4.452574526,50.1032684642197,0,0.513209674,0.221087994860508,0.605209583322517,1.66280319753986,4.63538193,0.211295837,0.050731833,0.982413331617071,2.050807458,1.817126311,9.339,4.051,38.21,3,19.8,34.9,-1.856730802,5220,-1E-04,4.43E-06,-0.000144,0,2,4,21662611.62,0.5,0.031368797,1165406237695,0.741350906,18.6100357,7.310346867,-31.83466112,3.776245187,3.580675868,16,4.277777777,-0.124860091,1.67E-05,-2.553743788,-0.12610963,35.68798859
IL,DuPage,17043845805,"+41.7317747,-087.9592482",85,8.6,2.5,5.6,5.1,30.3,74,1.51,0,52.69,2,1,3.283098493,0,6,79.72,70.97,2.72,6.03,,0,1562.1439653535,54.3978386,3850,0.4,0.1,0.01,0.06,0.08,0.008,0.02,0.05,80,9.91791983,4.452574526,15.4537397806394,0,,0.01450649905,0.352518355813653,1.70074583384755,1.982044086,,,0.969836488252739,2.070380296,0.350156659,8.789,4.243,37.74,2,33.7,10.3,-1.856730802,5220,-0.00011,4.43E-06,-0.000153,0,2,4,21662611.62,0.5,0.031368797,599574649472,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,16,4.277777777,-0.090057746,3.66E-06,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043845807,"+41.7329489,-087.9925916",82.8,8.5,2.9,6.1,6.1,33.9,74,1.42,0,48.29,3.6,1,5.714452243,,6,63.12,57.32,1.47,4.32,,0,386.635119648297,53.4308701,6270,0.4,0.07,0.01,0.06,0.07,0.009,0.02,0.04,50,9.91791983,4.452574526,46.0300902100547,0,0.039497081,0.0087125112724035,0.190924790687534,2.2520413006516,1.042855803,,,0.511206684756904,0.533090885,0.463801615,9.029,4.152,38.02,2,34.9,3.3,-1.856730802,5220,-0.00011,4.43E-06,-5.48E-05,0,2,4,21662611.62,0.5,0.031368797,1996181414243,0.741350906,18.637398,7.323639591,-31.83688089,3.779251772,3.582193532,16.3333333333333,4.277777777,-0.12868481,3.55E-06,-2.5512718,-0.125822631,35.61246777
IL,DuPage,17043845808,"+41.7186156,-088.0197209",82.7,7.8,2,4.3,4.2,27.6,74,1.41,0,48.05,2.4,1,8.420255343,,6,58.26,51.71,1.67,4.87,,0,1010.95546548399,53.1199684,5690,0.4,0.06,0.01,0.06,0.07,0.01,0.02,0.04,30,9.91791983,4.452574526,47.129827490315,0,0.140420002,0.0005907129004335,0.149101051781099,4.11996468757878,2.113916051,0.378514104,,0.651125426287394,0.458384896,0.708994216,9.033,4.108,38.11,2,42.4,6.7,-1.856730802,5220,-0.00012,4.43E-06,-5.71E-05,0,2,4,21662611.62,0.5,0.031368797,5021090839552,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,16.6666666666667,4.277777777,-0.212364414,2.62E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043845809,"+41.7439988,-088.0224608",79.6,8.2,2.5,5.2,5.2,32,74,1.39,0,99.39,3.05,1,7.745508043,,6,23.9,22.94,0.78,0.18,,0,202.649199122748,54.0822792,4290,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,40,9.91791983,4.452574526,62.800738661387,0,,0.13632057808666,0.135076918906701,4.2761676796753,0.890100827,0.44222093,,0.239041963816656,0.033255393,0.178989009,9.025,4.119,37.94,6,38.1,3.5,-1.856730802,5220,-1E-04,4.43E-06,-0.000119,0,2,4,21662611.62,0.5,0.031368797,5021090839552,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,16.6666666666667,4.277777777,-0.212364414,9.08E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043845810,"+41.7483875,-087.9658130",79.5,8.7,3,6.2,6.2,34,74,1.4,0,111.65,3.23,2,3.973462695,,6,15.93,15.33,0.43,0.16,,0,400.879804121887,49.3864594,3680,0.4,0.09,0.01,0.06,0.08,0.009,0.02,0.05,80,9.91791983,4.452574526,44.9146098133548,0,,,0.194316208340492,1.90587287569158,0.8325434,,,0.894574569803058,1.917302494,,8.833,4.283,37.73,1,51.5,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000147,0,2,4,21662611.62,0.5,0.031368797,599574649472,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,15.6666666666667,4.277777777,-0.090057746,0,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043845811,"+41.7467285,-087.9534367",80,8.5,2.6,5.7,5.5,31.7,74,1.49,0,69.19,2.35,1,3.85703562,,6,63.68,56.92,2.39,4.37,,0,1837.34755562327,49.3264084,3360,0.4,0.1,0.01,0.07,0.09,0.009,0.02,0.05,200,9.91791983,4.452574526,33.5138109419413,0,,0.001749194846255,0.228888837340194,2.23132898709394,1.106692244,,,1.46152637559964,2.336462062,0.08390998,8.925,4.349,37.59,3,38,0.7,-1.856730802,5220,-0.00011,4.43E-06,-7.59E-05,0,2,4,21662611.62,0.5,0.031368797,599574649472,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,16,4.277777777,-0.090057746,1.69E-06,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043845901,"+41.7215566,-087.9292166",85.7,7.7,2.4,4.9,5.3,32.3,74,1.57,0,97.52,2.07,1,1.881370437,,6,8.47,7.57,0.55,0.35,,2,61.3164486568401,52.9121399,2740,0.4,0.09,0.01,0.06,0.08,0.01,0.02,0.05,80,9.91791983,4.452574526,30.9289271766822,0,,0.332977336381022,0.473879246155627,1.55730349963605,2.881718204,,0.253957021,1.45779464167394,3.010525364,0.251390598,8.957,4.129,37.89,3,29.9,4.8,-1.856730802,5220,-1E-04,4.43E-06,-8.86E-05,0,2,4,21662611.62,0.5,0.031368797,599574649472,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,16,4.277777777,-0.090057746,3.7E-06,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043845902,"+41.7472754,-087.9309729",78.3,7.8,3,5.5,6.4,34.9,74,1.56,0,64.24,2.15,1,3.10072373,,6,136.82,123.6,4.7,8.53,,1,764.603463833324,49.8688202,4630,0.4,0.09,0.01,0.06,0.08,0.009,0.02,0.05,100,9.91791983,4.452574526,29.1503788304495,0,,0.0555451606730965,0.23115433568803,2.33388573070165,1.787338281,,0.285342159,1.7861202975904,2.864393973,0.074754036,8.871,4.439,37.43,3,51.2,0.8,-1.856730802,5220,-0.00011,4.43E-06,-6.38E-05,0,2,4,21662611.62,0.5,0.031368797,599574649472,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,15.6666666666667,4.277777777,-0.090057746,1.48E-06,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043846002,"+41.8016152,-088.0494837",81.4,8.7,3,6.3,6.3,33.8,74,1.69,0,123.12,4.75,2,7.619796672,0,6,190.86,174.56,6.18,10.12,,3,2195.082905763,53.4049606,4500,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,31.4967487297967,0,,0.957600194921787,0.085934202015478,3.16751644955112,1.821925364,,0.033370851,1.21838218877752,1.351459833,0.746441784,9.033,4.155,36.93,6,41.8,8.3,-1.856730802,5220,-0.00011,4.43E-06,-0.00011,0,2,4,21662611.62,0.5,0.031368797,2560612460591,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,1.38E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846003,"+41.7976392,-088.0673791",79.6,8.4,2.2,4.9,4.5,28.6,74,1.58,0,192.72,4.5,2,6.720167862,,6,21.71,20.93,0.53,0.25,,3,1078.40153920681,51.8085098,3630,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,17.2290044785272,0,,1.35106928975439,0.101413548281756,1.8032258882345,1.812768916,,,0.643353219345849,1.307895391,0.957134563,9.042,4.053,37.1,3,46.3,0,-1.856730802,5220,-1E-04,4.43E-06,-8.6E-05,0,2,4,21662611.62,0.5,0.031368797,3255477364223,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,1.45E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846004,"+41.7987871,-088.0834400",82.2,8.2,3.5,6.5,7.2,35.6,74,1.58,0,166.31,4.5,2,7.06094011,,6,81.46,74.94,2.56,3.95,,1,948.808580319089,53.5954094,3910,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,16.6311969881484,0,,0.5655175564966,0.114194235264606,1.3964739636934,1.354962266,,,0.343225454232492,1.04617077,0.926789652,8.989,3.972,36.95,4,37.1,5.9,-1.856730802,5220,-1E-04,4.43E-06,-9.83E-05,0,2,4,21662611.62,0.5,0.031368797,2771559009977,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,4.36E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846102,"+41.8056014,-088.1070092",,8.4,1.7,3.8,3.3,23.7,74,1.57,0,157.55,4,1,6.963934241,5,6,74.74,68.44,2.43,3.86,,0,3300.03066249803,55.7060204,4770,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,41.2159074506052,0,,0.007432308677383,0.141623573858815,2.064012582167,0.469559812,,,0.669461674899332,0.801813842,0.690097206,8.942,3.888,37.37,3,54.1,0.1,-1.856730802,5220,-0.00012,4.43E-06,-0.000172,0,2,4,21662611.62,0.5,0.031368797,633747855976,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,2.13E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846103,"+41.7788993,-088.1241115",84.1,8.8,2,4.6,4.1,25.2,74,1.46,0,183.54,4,2,5.569469743,4,6,13.28,12.8,0.4,0.09,,4,341.985727484169,52.2242203,6280,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,27.2446635139968,0,,0.137951070689032,0.134933686959829,1.61175453252172,0.258123223,,,0.493559858109591,0.554206778,0.375710427,8.75,3.733,37.49,5,40.6,0,-1.856730802,5220,-1E-04,4.43E-06,-0.000131,0,2,4,21662611.62,0.5,0.031368797,433505973696,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.3333333333333,4.277777777,-0.212364414,2.81E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846104,"+41.7890581,-088.1137997",81.7,8.2,2.1,4.7,4.3,27.4,74,1.54,0,211.13,4,1,6.533676086,4,6,17.16,16.09,0.86,0.21,,1,210.364840345092,51.7442017,5820,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,41.0467935218818,0,,0.0327225417386055,0.130412991638019,1.7367928321224,0.622443349,,,0.437580948574264,0.804409325,0.593406955,8.813,3.841,37.48,9,41.2,1.9,-1.856730802,5220,-1E-04,4.43E-06,-0.00014,0,2,4,21662611.62,0.5,0.031368797,2057885916789,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,2.77E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846105,"+41.7874494,-088.1356708",84.1,8.4,2.2,5,4.7,28.7,74,1.52,0,196.53,3.5,2,4.769200341,,6,18.72,17.58,0.9,0.24,,0,547.171754749417,50.9703407,3620,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,17.7981408226488,0,0.077582512,0.088526565585892,0.162088094434806,2.2792624621122,0.055205962,,,0.630364349959127,0.29193949,0.222569524,8.844,3.749,37.37,4,44.2,2,-1.856730802,5220,-0.00012,4.43E-06,-9.2E-05,0,2,4,21662611.62,0.5,0.031368797,433505973696,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,4.277777777,-0.212364414,1.07E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846106,"+41.8041360,-088.1340683",83,7.8,2,4.1,4.1,26.6,74,1.52,0,119.63,4,2,4.792456683,,6,90.32,83.1,2.61,4.61,,0,756.390359056852,55.4540215,3770,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,42.1976881108858,0,0.264870415,0.0366141599552765,0.192270791684867,2.99177926343863,0.270348133,,,0.946399350056395,0.346597575,0.215244529,8.883,3.794,37.35,3,49.6,10.9,-1.856730802,5220,-0.00011,4.43E-06,-9.26E-05,0,2,4,21662611.62,0.5,0.031368797,493778653462,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,4.277777777,-0.212364414,9.52E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846201,"+41.7324991,-088.1159798",,8.6,2,4.5,4.1,27.9,74,1.3,0,175.6,3.5,1,2.929898001,0,6,6.45,6.31,0.1,0.04,,0,138.296428156905,55.2433586,5190,0.4,0.06,0.01,0.05,0.07,0.009,0.02,0.03,30,9.91791983,4.452574526,47.6234671752694,0,,0.495096293762158,0.0829631435971165,0.760041788937931,2.195457801,0.957038626,,0.178969913127119,,,8.833,3.659,37.67,8,39.2,0,-1.856730802,5220,-1E-04,4.43E-06,-7.16E-05,0,2,4,21662611.62,0.5,0.031368797,433544560525,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,16.6666666666667,4.277777777,-0.212364414,7.73E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846202,"+41.7688819,-088.1069919",84.1,8.3,1.7,3.9,3.5,23.8,74,1.55,0,186.11,4,1,4.867019269,18,6,10.52,10.05,0.36,0.11,,0,279.442659426245,54.5086784,5120,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,57.0927205297516,0,,0.0231677679287905,0.107984401804801,0.782817804795557,0.781681811,0.385681183,,0.194246706881501,0.566284759,0.36893782,8.758,3.75,37.56,11,46.4,0,-1.856730802,5220,-1E-04,4.43E-06,-7.98E-05,0,2,4,21662611.62,0.5,0.031368797,1357049798598,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,9.17E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846203,"+41.7461963,-088.1132585",82.5,8,2.4,4.9,5.2,31.4,74,1.34,0,149.69,3.5,1,2.758439547,13,6,25.6,24,1.13,0.47,,0,844.748964104869,55.4737282,4210,0.4,0.06,0.01,0.05,0.07,0.008,0.02,0.03,30,9.91791983,4.452574526,49.4189472300709,0,,0.160835368270683,0.090536672814283,0.593943718863198,1.471342771,0.827278006,,0.158049884090405,0.064687806,,8.933,3.608,37.61,9,39.7,1.8,-1.856730802,5220,-1E-04,4.43E-06,-6.86E-05,0,2,4,21662611.62,0.5,0.031368797,433505973696,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,16.6666666666667,4.277777777,-0.212364414,1.05E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846205,"+41.7659307,-088.1185309",,8.1,2.1,4.5,4.4,28.9,74,1.46,0,186.35,4,1,4.214064727,15,6,15.77,14.99,0.6,0.18,,0,448.109630330147,52.5562897,3420,0.4,0.06,0.01,0.06,0.07,0.008,0.02,0.03,30,9.91791983,4.452574526,48.5702094526645,0,,0.100489062562821,0.111998806753584,0.639868093694027,0.665497569,0.226554254,,0.171136928030852,0.34417858,0.167893891,8.65,3.669,37.57,7,39.4,0,-1.856730802,5220,-0.00012,4.43E-06,-6.7E-05,0,2,4,21662611.62,0.5,0.031368797,433505973696,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,3.59E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846206,"+41.7391138,-088.1328495",86.2,8.6,2.4,5.2,5,29.7,74,1.38,0,173.33,3.5,1,2.957236489,25,6,22.92,21.86,0.74,0.32,,0,587.041311393229,53.5531006,3240,0.4,0.06,0.01,0.06,0.07,0.01,0.02,0.03,30,9.91791983,4.452574526,35.4376535271286,0,,0.971744324800837,0.094105206708794,0.839810686135734,1.13673074,0.138320041,,0.182273255669468,,0.168610808,8.856,3.484,37.57,0,39.7,0,-1.856730802,5220,-1E-04,4.43E-06,-0.000146,0,2,4,21662611.62,0.5,0.031368797,433505973696,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,16.3333333333333,4.277777777,-0.212364414,0,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846207,"+41.7360434,-088.1414020",81.5,8.2,2.1,4.5,4.2,27.8,74,1.3,0,137.25,3.5,1,2.7941401,33,6,6.84,6.44,0.29,0.11,,0,65.1677076140097,53.4104805,4400,0.4,0.05,0.01,0.05,0.07,0.01,0.02,0.03,30,9.91791983,4.452574526,62.800738661387,0,,0.177013763606546,0.0881964862511925,0.883029700846972,1.38706396,0.153649094,,0.234954387055115,,0.048983022,8.9,3.587,37.58,5,40.4,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000114,0,2,4,21662611.62,0.5,0.031368797,433505973696,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,17,4.277777777,-0.212364414,4.26E-09,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846208,"+41.7620885,-088.1272861",80.5,8,2.2,4.5,4.9,31.2,74,1.46,0,175.84,3.5,2,3.635614719,,6,10.81,10.4,0.26,0.14,,0,95.4688886988033,53.8322411,3050,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,42.6744366567264,0,,0.340825071715573,0.114349613365917,0.892649039392641,0.710952976,0.040375325,,0.205795006902663,0.208876398,0.076156086,8.775,3.574,37.56,8,35.3,3,-1.856730802,5220,-1E-04,4.43E-06,-6.63E-05,0,2,4,21662611.62,0.5,0.031368797,433505973696,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.3333333333333,4.277777777,-0.212364414,3.55E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846209,"+41.7646552,-088.1380508",83.1,8.3,2.1,4.5,4.6,27.4,74,1.46,0,280.1,3.5,2,4.197340338,,6,6.86,6.71,0.1,0.05,,0,253.318623621716,52.6904984,3610,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,2.98004899489485,0,,0.525216717831716,0.123964248565625,1.38659925602542,0.601858917,,,0.271828326963205,0.081963593,0.278616589,8.95,3.526,37.34,6,34.1,0,-1.856730802,5220,-1E-04,4.43E-06,-6.43E-05,0,2,4,21662611.62,0.5,0.031368797,433505973696,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.6666666666667,4.277777777,-0.212364414,8.75E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846304,"+41.7450732,-088.0820087",86.5,7.5,1.9,3.7,3.9,27.3,74,1.34,0,111.04,3.2,1,4.478769955,0,6,27.89,25.7,1.47,0.72,,0,303.515144570825,55.0500488,8080,0.4,0.06,0.01,0.05,0.07,0.009,0.02,0.03,30,9.91791983,4.452574526,45.6982032655438,0,,0.031845230854312,0.081641941235181,0.359382449387862,2.214543963,1.647530105,,0.156093907948687,0.128839587,0.047149356,8.953,3.881,37.65,2,18.4,21.8,-1.856730802,5220,-1E-04,4.43E-06,-9.4E-05,0,2,4,21662611.62,0.5,0.031368797,4690647379701,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,16.3333333333333,4.277777777,-0.212364414,3.08E-05,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043846305,"+41.7550021,-088.0529364",80,8.7,2.3,5.3,4.6,28.8,74,1.37,0,117.18,2.9,2,5.750886615,12,6,15.51,14.45,0.69,0.37,,0,451.348008046393,54.7852287,5040,0.4,0.06,0.01,0.06,0.08,0.009,0.02,0.03,30,9.91791983,4.452574526,46.5094539373013,0,,0.416099664658274,0.0942766170425315,1.86306801543882,1.616836362,1.092525003,,0.233476118700884,0.152748287,0.110684592,8.933,3.973,37.49,10,31.5,10.8,-1.856730802,5220,-0.00011,4.43E-06,-0.000194,0,2,4,21662611.62,0.5,0.031368797,5021090839552,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,15.3333333333333,4.277777777,-0.212364414,7.48E-06,-2.497188091,-0.11954347,33.96017551
