State,County,FIPS Code,Geographic Coordinates,Life Expectancy,Current Adult Asthma,Stroke,COPD,CHD,High Blood Pressure ,Delay (congestion) per capita/census tract,Flooding risk to roads,Lane miles per capita,Road Quality and Maintenance,Public Transit Performance,Residential Energy Cost Burden,EV Charging Stations,Modified Retail Food Environment Index,Food Insecurity,Total vehicle miles traveled per capita,Passenger vehicle miles traveled per capita,Truck vehicle miles traveled per capita,Heavy Duty Vehicle vehicle miles traveled per capita,Proximity to Ports,Rail Crossings,Traffic Proximity and Volume,National Transportation Noise Map,Risk-Screening Environmental Indicators (RSEI) ,Air Tox Respiratory,Air Tox Neurological,Air Tox Liver,Air Tox Developmental,Air Tox Reproductive,Air Tox Kidney,Air Tox Immunological,Air Tox Thyroid,Air Tox Total Cancer Risk,Black Carbon,Agricultural pesticides,Lead Paint: % housing units built before 1960,Lead in drinking water violations,Brownfields,Stream Toxicity Risk-Screening Environmental Indicators (RSEI),NPL sites,Hazardous Waste Management Facilities (TSDFs) ,Facilities with Enforcement or Violation,Landfills,TSCA Facilities ,Risk Management Plan Facilities,Chemical Manufacturers,Metal Recyclers,Annual average PM2.5 concentrations,NO2 concentration,Ozone concentration,Parks and Greenspace,Impermeable Surfaces,Forest Land Cover,Temperature-related mortality,Deaths from climate disasters,Increased PM2.5 mortality - CVD (ages 65+),Increased Ozone mortality (all ages),Increase in childhood asthma incidence,Aedes aldopictus dengue transmission increase,Aedes aegypti dengue transmission increase,Aedes aegypti zika transmission increase,FEMA Hazard Mitigation Grants ,Flooding risk to properties,Residential Energy Expenditures (% change),Methane Emissions,Cold Wave - Annualized Frequency,Days with maximum temperature above 35 C,Days with maximum temperature above 40C,Frost Days,Maximum of maximum temperatures,Mean temperature,Urban Heat Island Extreme Heat Days,Drought - Annualized Frequency,Consecutive Dry Days,Wildfire - Annualized Frequency,Surface PM2.5,Snowfall,Standardized Precip Index
IL,DuPage,17043843500,"+41.8821736,-088.0224568",83.2,9.1,2.7,6.3,5.6,30.4,74,1.56,0,180.95,3.7,2,4.61917588,8,6,17.75,16.65,0.61,0.49,,4,655.582389093838,51.278141,8120,0.4,0.06,0.01,0.07,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,1.26245640990114,0,,0.000104912915756,0.070262555488248,3.73202092138233,4.53955391,,,0.968565696664674,3.241061601,,8.642,4.697,35.89,4,46.3,0,-1.856730802,5220,-0.00011,4.43E-06,-9.55E-05,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14,4.277777777,-0.212364414,2.03E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043843601,"+41.8819098,-087.9946987",77.5,8.9,2.5,5.9,5,29.5,74,1.56,0,,3.5,2,4.044522241,,6,5.99,5.99,0,0,,0,81.7644996510103,47.6638794,5700,0.4,0.06,0.02,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,11.3112815943536,0,,0.000428454683999,0.061160308831262,3.12639261860208,6.166342785,,,1.25358362653861,4.255490319,,8.667,4.809,35.82,2,42.4,0.3,-1.856730802,5220,-1E-04,4.43E-06,-7.1E-05,0,2,4,21662611.62,0.5,0.031368797,420911263724,0.741350906,18.4048382,7.210661047,-31.8180144,3.753697972,3.569294489,13.6666666666667,4.277777777,-0.096177468,1.88E-06,-2.57228191,-0.12826192,36.25434018
IL,DuPage,17043843602,"+41.8825650,-088.0061867",79.4,8.7,2.3,5.3,4.8,28.3,74,1.56,0,,3.7,2,3.459866047,,6,2.61,2.61,0,0,,0,37.6685738571407,48.2268295,5240,0.4,0.06,0.02,0.07,0.09,0.01,0.03,0.03,30,9.91791983,4.452574526,2.65437738382325,0,,0.000229907444153,0.065205976234899,3.65832373715933,5.852825791,,,1.25935443670848,4.315501014,,8.733,4.767,35.9,1,38.1,0.5,-1.856730802,5220,-0.00011,4.43E-06,-0.00014,0,2,4,21662611.62,0.5,0.031368797,646901375722,0.741350906,19.21086681,7.602233186,-31.88340374,3.842264844,3.614001258,14,4.277777777,-0.208844609,2.64E-06,-2.499463008,-0.11980759,34.02967568
IL,DuPage,17043843700,"+41.8768122,-087.9795629",77.9,8.8,2.6,5.9,5.4,29.9,74,1.69,0,,3.5,2,8.772405169,7,6,1.79,1.79,0,0,,0,34.459385632756,47.32201,6370,0.4,0.06,0.02,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,1.7437126557778,0,,0.001726931621653,0.058559325254167,3.26539668469599,5.254656377,,,1.49022261614169,2.899489154,,8.8,4.887,35.66,1,39.6,0,-1.856730802,5220,-1E-04,4.43E-06,-0.000104,0,2,4,21662611.62,0.5,0.031368797,408608474624,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,13.6666666666667,4.277777777,-0.090057746,3.45E-09,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043843800,"+41.8842492,-087.9680775",81.5,8.8,2.3,5.3,4.7,28,74,1.73,0,131.42,3.95,1,8.601797379,12,6,26.57,23.61,1.91,1.05,,1,960.23548254731,51.0686493,6720,0.4,0.07,0.02,0.06,0.08,0.01,0.03,0.04,30,9.91791983,4.452574526,2.50883415370862,0,,4.29926382043317,0.0546847125372545,4.07515441741396,5.44947388,,,3.66119160692613,4.026526897,,8.633,5.009,35.08,6,48.9,0.4,-1.856730802,5220,-0.00011,4.43E-06,-0.000133,0,2,4,21662611.62,0.5,0.031368797,408608474624,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,13.6666666666667,4.277777777,-0.090057746,2.02E-06,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043843900,"+41.8838435,-087.9518805",82.4,8.3,2.1,4.6,4.5,28,74,2.2,0,199.12,3.95,1,9.995410919,8,6,3.99,3.73,0.16,0.09,,4,260.019389828658,51.0092316,7130,0.4,0.08,0.02,0.07,0.09,0.01,0.03,0.05,30,9.91791983,4.452574526,0.664811971569297,0,0.338526709,8.46890594586705,0.051546183328156,4.2015505790192,4.573691594,0.092639057,,3.68786074874948,3.305798844,,8.7,5.09,35.09,4,43.1,0.1,-1.856730802,5220,-1E-04,4.43E-06,-9.02E-05,0,2,4,21662611.62,0.5,0.031368797,408608474624,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,13.6666666666667,4.277777777,-0.090057746,1.51E-07,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043844001,"+41.8751916,-087.9327384",83.6,8.2,2.4,4.9,5.1,30.7,74,2.2,0,,5.5,1,11.82666005,,6,9.13,9.13,0,0,,2,884.497180100508,49.5102692,8190,0.4,0.09,0.02,0.07,0.09,0.01,0.03,0.05,30,9.91791983,4.452574526,4.25154496072707,0,1.3054902,1.42335350671263,0.0533693407505755,4.15667157640421,4.90736093,0.686035168,0.054251863,1.4577674709879,3.652873817,0.04240284,8.8,5.075,34.68,1,43.8,0,-1.856730802,5220,-1E-04,4.43E-06,-0.000106,0,2,4,21662611.62,0.5,0.031368797,408608474624,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,13.6666666666667,4.277777777,-0.090057746,0,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043844002,"+41.8853274,-087.9349924",87.7,8.4,2.3,4.9,4.9,29.1,74,2.2,0,157.62,5.5,1,8.348052751,,6,14.56,13.98,0.2,0.38,,1,134.131989218312,50.2003593,9580,0.4,0.09,0.02,0.07,0.09,0.01,0.03,0.05,30,9.91791983,4.452574526,0.984716061660988,0,1.92594946,1.3456819873727,0.049833637635441,4.30175363330875,4.633098992,0.380901672,0.079455298,2.09340860195807,3.662976433,0.034236092,8.717,5.245,35.36,3,39.9,0,-1.856730802,5220,-1E-04,4.43E-06,-6.67E-05,0,2,4,21662611.62,0.5,0.031368797,408608474624,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,13.6666666666667,4.277777777,-0.090057746,0,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043844100,"+41.8732362,-087.9486831",82.4,8.1,2.2,4.5,4.8,29,74,2.18,0,,3.95,1,13.55366144,8,6,3.43,3.43,0,0,,0,179.166885094602,47.867981,7440,0.4,0.09,0.01,0.07,0.09,0.01,0.03,0.05,30,9.91791983,4.452574526,2.69173101286786,0,0.187489037,7.03843016539466,0.053481262909514,3.77888122733049,4.206400792,0.264612127,,1.71198894376459,2.997905894,,8.75,4.991,34.97,2,39.4,2.3,-1.856730802,5220,-1E-04,4.43E-06,-0.000166,0,2,4,21662611.62,0.5,0.031368797,408608474624,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,13.6666666666667,4.277777777,-0.090057746,1E-06,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043844201,"+41.8658195,-088.0215649",79.1,8.7,2.4,5.5,5,29.6,74,1.57,0,218.01,4.3,2,9.590929822,12,6,14.94,13.79,0.9,0.25,,0,566.089292376724,48.0470695,8770,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,19.3429268842724,0,,0.000270614709475,0.071979514631091,1.44726117556806,1.69309763,,,0.278624018970515,1.180590744,,8.7,4.534,36.27,4,46.8,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000103,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,1.43E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043844202,"+41.8717511,-088.0007703",82.3,8.6,2.7,5.9,5.7,32,74,1.56,0,139.72,3.7,2,10.02434759,5,6,13.38,12.79,0.45,0.14,,0,204.018984076055,46.3476486,4060,0.4,0.06,0.01,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,11.3827361731477,0,,0.0017654896609645,0.0650239627518835,2.58324113615279,3.258331889,,,0.655671248563896,1.305385481,,8.667,4.634,36.2,2,38.4,0,-1.856730802,5220,-1E-04,4.43E-06,-1E-04,0,2,4,21662611.62,0.5,0.031368797,533715799752,0.741350906,18.80713121,7.406096709,-31.85065055,3.797902152,3.591607867,14.3333333333333,4.277777777,-0.152410216,3.5E-06,-2.535937622,-0.124042321,35.14399873
IL,DuPage,17043844301,"+41.8473855,-088.0086863",80,8.5,2.7,5.4,5.4,30.6,74,1.57,0,179.9,4.75,1,15.48276948,5,6,28.39,27.78,0.45,0.17,,0,272.52406163927,,9850,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,44.9444664548363,0,,0.000691134714888,0.068917888455548,2.12907864600025,1.093272026,,0.235167083,0.225973738817084,1.209196059,,8.99,4.512,36.26,1,60.8,0,-1.856730802,5220,-1E-04,4.43E-06,-0.000151,0,2,4,21662611.62,0.5,0.031368797,592159534840,0.741350906,19.01561812,7.507380538,-31.86756412,3.820810809,3.603171694,14.6666666666667,4.277777777,-0.181552635,2.18E-06,-2.517102326,-0.121855528,34.56856826
IL,DuPage,17043844304,"+41.8566615,-088.0213798",82.3,7.9,2.1,4.3,4.2,26.8,74,1.56,0,212.94,4.3,1,12.79166257,,6,16.19,15.07,0.93,0.19,,0,967.272717296674,51.5289917,4020,0.4,0.06,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,40.3847312922397,0,,9.88E-05,0.075495737413606,1.00227296428195,1.017201508,,,0.171211153571308,1.022613598,,8.983,4.556,36.69,1,57.5,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000146,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,9.88E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043844305,"+41.8448997,-088.0276838",80.1,8.2,3.6,6.2,7.3,35.1,74,1.59,0,157.11,4.35,2,14.387621,,6,57.48,53.88,1.72,1.88,,0,5340.85151324959,54.51017,4990,0.4,0.06,0.01,0.07,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,62.800738661387,0,,0.006850292391169,0.080451969886117,1.52630682556258,0.492434276,,0.039400893,0.166178915437719,1.483848551,0.049205922,9.033,4.433,36.59,1,57.7,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000125,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,7.16E-07,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043844306,"+41.8511657,-087.9817642",85.1,9,2.8,5.9,5.2,29.9,74,1.69,0,109.75,4.33,2,17.76946722,,6,12.44,12.3,0.1,0.04,,0,349.663208314141,47.1548805,5280,0.4,0.06,0.01,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,69.7895073948361,0,,0.000696206726078,0.060734460986089,2.60840351486077,2.728166781,0.035590658,0.252901121,0.547114195224106,1.216109026,,9.067,4.597,35.96,2,55.5,0.2,-1.856730802,5220,-0.00011,4.43E-06,-0.000124,0,2,4,21662611.62,0.5,0.031368797,408608474624,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,14.3333333333333,4.277777777,-0.090057746,2.13E-06,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043844307,"+41.8632786,-087.9831396",82.2,8.4,2.6,5.5,5.3,29.6,74,1.63,0,130.48,4.2,1,12.85394154,,6,17.97,17.24,0.47,0.26,,0,639.451749650045,47.2223091,6120,0.4,0.06,0.01,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,67.2422565994503,0,,0.001417624979144,0.061116282637562,2.92224265466837,3.81525405,,0.026289471,0.616615293032276,1.564313687,,8.85,4.704,36.15,5,48.8,0.6,-1.856730802,5220,-0.00011,4.43E-06,-0.000117,0,2,4,21662611.62,0.5,0.031368797,408608474624,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,14.3333333333333,4.277777777,-0.090057746,2.4E-06,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043844401,"+41.8282459,-088.0168757",80.8,8.2,3,5.9,6.6,35.6,74,1.74,0,120.7,4.47,1,14.76298204,0,6,185.48,175.15,4.28,6.05,,0,3170.39498175961,55.1981506,3470,0.4,0.06,0.02,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,37.1831834467456,0,,0.003533607369142,0.073698034076528,1.83565892912253,0.552010248,,0.381835679,0.208559581578016,1.501938804,0.171446637,8.85,4.371,36.42,3,53,1.2,-1.856730802,5220,-0.00011,4.43E-06,-7.74E-05,0,2,4,21662611.62,0.5,0.031368797,616897963816,0.741350906,19.10387505,7.55025613,-31.874724,3.830508529,3.608066907,14.6666666666667,4.277777777,-0.193889239,2.59E-06,-2.509128946,-0.120929813,34.32497635
IL,DuPage,17043844402,"+41.8283273,-087.9887224",82.1,8.1,2.6,5.3,5.6,31.8,74,1.84,0,90.36,4.9,1,15.7735424,7,6,80.29,77.54,1.05,1.7,,0,79.10248662804,49.9704018,5480,0.4,0.08,0.04,0.08,0.1,0.04,0.05,0.03,30,9.91791983,4.452574526,52.1381460867679,0,,8E-05,0.0743488078642715,2.0376690274653,0.85566079,0.069582816,0.762585652,0.169756653001987,1.026497489,,8.775,4.461,36.62,2,34.7,4.8,-1.856730802,5220,-0.00011,4.43E-06,-0.00011,0,2,4,21662611.62,0.5,0.031368797,454285526908,0.741350906,18.52393264,7.268517633,-31.82767598,3.766784135,3.57590012,14.3333333333333,4.277777777,-0.112824556,3.76E-06,-2.561522582,-0.127012754,35.92563576
IL,DuPage,17043844501,"+41.8578469,-087.9636799",84.2,8.4,3.1,6.3,6.5,34.7,74,1.71,0,106.82,4.55,2,16.63927594,,6,126,117.88,4.37,3.76,,0,833.009605075327,49.4057808,5470,0.4,0.07,0.02,0.06,0.08,0.01,0.03,0.04,30,9.91791983,4.452574526,8.32831980548464,0,,0.100946629190204,0.059598232610379,3.25873269548514,3.712855502,0.180864065,0.27312514,0.622541674578075,2.01123434,,8.947,4.707,35.62,3,45.4,0,-1.856730802,5220,-1E-04,4.43E-06,-0.000129,0,2,4,21662611.62,0.5,0.031368797,408608474624,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,14.3333333333333,4.277777777,-0.090057746,3.12E-06,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043844502,"+41.8290643,-087.9644708",,7.6,4.2,7.3,9.1,42.9,74,1.77,0,79.12,4.53,1,15.72797511,,6,97.43,92.89,1.78,2.75,,0,126.751570622006,48.1290398,3460,0.4,0.08,0.02,0.08,0.1,0.02,0.04,0.04,40,9.91791983,4.452574526,49.5255761458788,0,,1.24093704524579,0.074281383203046,2.99751510025504,1.506710558,0.309900071,0.824240733,0.161864504074103,0.583324865,,8.656,4.51,36.56,2,41.1,2,-1.856730802,5220,-0.00011,4.43E-06,-5.86E-05,0,2,4,21662611.62,0.5,0.031368797,408608474624,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,14.3333333333333,4.277777777,-0.090057746,2.3E-06,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043844601,"+41.8406812,-087.9441281",82.7,7.8,4.1,7.1,9.1,43,74,1.94,0,114.68,4.56,1,15.20344764,13,6,248.51,229.78,8.56,10.17,,1,1872.22535165904,49.4212608,5890,0.4,0.08,0.01,0.07,0.09,0.01,0.03,0.05,40,9.91791983,4.452574526,21.2271739909037,0,1.195028069,12.9550398431949,0.060001488974943,3.23301310676376,2.617153854,0.724673134,0.420896724,0.597386852724974,1.363888885,,8.921,4.697,35.7,8,37.5,7.7,-1.856730802,5220,-0.00011,4.43E-06,-6.53E-05,0,2,4,21662611.62,0.5,0.031368797,408608474624,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,14.3333333333333,4.277777777,-0.090057746,7.6E-06,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043844602,"+41.8555170,-087.9283037",82.7,8.1,2.7,5.3,5.9,32.4,74,2.06,0,120.52,5.33,1,14.70181813,8,6,122.3,108.7,4.6,9.01,,0,2668.96381518134,51.6177597,7310,0.5,0.09,0.01,0.08,0.1,0.01,0.03,0.05,30,9.91791983,4.452574526,34.101382387152,0,0.489084041,2.6708155120035,0.057215642593417,3.98477275779905,3.841600958,1.072008405,0.081598064,0.803236215597236,2.902130951,,8.956,4.944,35.23,0,49.9,0.4,-1.856730802,5220,-0.00011,4.43E-06,-0.000113,0,2,4,21662611.62,0.5,0.031368797,408608474624,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,14.3333333333333,4.277777777,-0.090057746,4.63E-07,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043844701,"+41.8082740,-087.9800200",80.4,8.6,2.5,5.6,5.1,30.5,74,1.51,0,154.16,4.9,2,6.809807507,8,6,8.74,8.42,0.24,0.08,,0,296.096096602884,47.7605591,4440,0.4,0.08,0.04,0.08,0.1,0.03,0.05,0.03,40,9.91791983,4.452574526,16.1530545253787,0,,,0.0843177727858145,2.02427190337138,0.607258019,,0.945561224,0.163562714566763,1.199216099,,8.878,4.322,36.84,4,42.6,0.3,-1.856730802,5220,-1E-04,4.43E-06,-0.000138,0,2,4,21662611.62,0.5,0.031368797,411415633537,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,14.3333333333333,4.277777777,-0.090057746,7.04E-07,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043844702,"+41.8160320,-087.9498538",83.6,8.1,2.6,5.1,5.6,31.8,74,1.74,0,174.91,4.75,1,6.922330609,10,6,29.25,27.42,1.22,0.61,,0,764.26313427269,49.3698692,7890,0.4,0.09,0.02,0.07,0.1,0.02,0.04,0.05,40,9.91791983,4.452574526,16.0786736810738,0,1.832421115,1.75193740802277,0.084775155856164,1.30888006058063,1.902623264,0.450663567,0.686819014,0.150478958249645,0.524925234,,8.839,4.64,36.5,4,45.3,0.6,-1.856730802,5220,-1E-04,4.43E-06,-0.000125,0,2,4,21662611.62,0.5,0.031368797,408608474624,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,14.3333333333333,4.277777777,-0.090057746,5.16E-06,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043844801,"+41.8102925,-088.0009531",80.3,8.8,2.4,5.6,5,29.4,74,1.71,0,183.29,4.65,1,9.62344017,,6,15.14,14.7,0.33,0.12,,0,465.90338499902,47.8667107,4790,0.4,0.06,0.02,0.06,0.08,0.02,0.03,0.03,30,9.91791983,4.452574526,2.86830569536619,0,,0.0622589020353455,0.082783393236982,2.99155868228137,0.535459482,,0.78107681,0.217680587574387,1.509078078,,8.917,4.326,36.85,3,39.6,0,-1.856730802,5220,-1E-04,4.43E-06,-0.000122,0,2,4,21662611.62,0.5,0.031368797,540527764328,0.741350906,18.83145922,7.417915358,-31.85262417,3.800575326,3.592957231,14.6666666666667,4.277777777,-0.155810798,7.81E-07,-2.533739762,-0.123787147,35.07685266
IL,DuPage,17043844802,"+41.8088375,-088.0219681",82.2,8.4,2.7,5.5,5.7,31.5,74,1.71,0,112.14,5,1,10.51724038,,6,60.97,56.94,1.88,2.15,,0,904.37338054664,49.6583595,3860,0.4,0.05,0.01,0.07,0.09,0.01,0.03,0.03,30,9.91791983,4.452574526,6.72808489904851,0,,0.186449084060228,0.0778633959980095,2.11786155738533,1.30484888,,0.351714842,0.329396445143603,1.460132264,0.254784621,8.9,4.271,36.73,4,40.9,2.6,-1.856730802,5220,-1E-04,4.43E-06,-8.82E-05,0,2,4,21662611.62,0.5,0.031368797,653953044736,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,6.99E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043844901,"+41.7975241,-088.0024069",79.7,8.4,2.2,4.6,4.5,27.9,74,1.71,0,273.28,5,1,5.958038211,,6,4.77,4.66,0.09,0.02,,2,229.814656194209,53.5456886,3540,0.4,0.06,0.02,0.06,0.08,0.01,0.03,0.03,30,9.91791983,4.452574526,4.05264438057457,0,,0.120565637825665,0.0883377246653125,2.24975070731319,1.121548418,,0.6453084,0.24313501009237,1.458374628,,8.933,4.248,37.05,2,48,0,-1.856730802,5220,-1E-04,4.43E-06,-0.000139,0,2,4,21662611.62,0.5,0.031368797,2728703850666,0.741350906,18.91519664,7.458595357,-31.8594174,3.809776441,3.597601768,14.3333333333333,4.277777777,-0.167515664,0,-2.526174686,-0.122908836,34.84573471
IL,DuPage,17043844902,"+41.7943000,-088.0228666",81.2,8.8,3.1,6.5,6.5,33.9,74,1.71,0,273.34,5,1,6.367881009,,6,5.88,5.79,0.08,0.02,,1,171.240590978941,52.0087395,4390,0.4,0.05,0.01,0.06,0.08,0.01,0.02,0.03,30,9.91791983,4.452574526,9.37860849432104,0,,0.416038123518307,0.084456863714256,2.18598325897726,1.753427409,,0.230477041,0.398833799249208,1.245922066,0.263281409,9.017,4.188,37.18,5,28.5,15,-1.856730802,5220,-0.00011,4.43E-06,-7.26E-05,0,2,4,21662611.62,0.5,0.031368797,4525940445513,0.741350906,19.23604774,7.61446619,-31.88544655,3.845031738,3.61539793,14.6666666666667,4.277777777,-0.212364414,4.08E-06,-2.497188091,-0.11954347,33.96017551
IL,DuPage,17043845000,"+41.7953362,-087.9755167",78.9,9.3,2.8,6.5,5.7,30.1,74,1.48,0,218.11,4.9,2,3.673808032,10,6,5.2,5.14,0.03,0.02,,2,157.042230312137,53.1972694,5830,0.4,0.06,0.02,0.06,0.08,0.02,0.03,0.04,40,9.91791983,4.452574526,22.7439234620994,0,,,0.097713187960761,1.34437295593794,1.078412012,,0.791496336,0.171517135173708,1.125972782,,8.833,4.365,37.22,5,43.8,0,-1.856730802,5220,-0.00011,4.43E-06,-0.000112,0,2,4,21662611.62,0.5,0.031368797,572810331450,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,14.3333333333333,4.277777777,-0.090057746,0,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043845100,"+41.7989141,-087.9557543",85.4,8.3,2.1,4.5,4.5,28.6,74,1.77,0,126.96,4.85,1,3.470831095,10,6,24.1,21.5,1.77,0.83,,2,957.341538603622,52.3548012,8020,0.4,0.08,0.02,0.07,0.09,0.02,0.03,0.05,40,9.91791983,4.452574526,8.24100272456407,0,,0.448811656876775,0.0998238970491145,1.40795052959661,1.44387126,0.134233252,0.766389935,0.179511203698789,1.072034429,,8.917,4.511,36.86,4,37,0,-1.856730802,5220,-1E-04,4.43E-06,-7.02E-05,0,2,4,21662611.62,0.5,0.031368797,506682897259,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,14.3333333333333,4.277777777,-0.090057746,1.54E-06,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043845200,"+41.7978220,-087.9399188",83,8,1.9,3.9,4,27.2,74,1.94,0,82.42,5,1,3.133568146,13,6,21.49,18.87,1.75,0.86,,4,758.287138428055,53.3350792,7400,0.4,0.08,0.01,0.07,0.09,0.01,0.03,0.05,40,9.91791983,4.452574526,4.29210961569484,0,,0.57602913881178,0.09933807303418,1.03059865651433,2.22286699,0.167068473,0.507508386,0.182080206086619,1.058227688,,8.892,4.643,36.82,6,39.3,0,-1.856730802,5220,-1E-04,4.43E-06,-7.44E-05,0,2,4,21662611.62,0.5,0.031368797,527965698961,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,14.3333333333333,4.277777777,-0.090057746,7.52E-08,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043845300,"+41.7992548,-087.9259530",82,8.1,2,4.1,4.3,28.5,74,1.94,0,,4.6,1,2.998688195,10,6,8.24,8.24,0,0,,5,59.019147380786,52.5095291,5120,0.4,0.08,0.01,0.06,0.08,0.01,0.03,0.05,50,9.91791983,4.452574526,1.78590241163113,0,1.120273121,0.863258253476606,0.097123099738047,0.850200062183247,2.853655544,0.281381704,0.250406838,0.18768346288992,0.688130611,,8.833,4.767,36.62,3,38.6,0,-1.856730802,5220,-1E-04,4.43E-06,-6.13E-05,0,2,4,21662611.62,0.5,0.031368797,515889819176,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,14.3333333333333,4.277777777,-0.090057746,3.56E-07,-2.576237202,-0.128721133,36.37517691
IL,DuPage,17043845401,"+41.7785949,-087.9239712",85.3,7.9,2.3,4.5,5,31.5,74,1.74,0,,2.97,1,3.222655848,,6,12.44,12.44,0,0,,0,45.7446634013096,48.3538017,4100,0.4,0.08,0.01,0.06,0.08,0.01,0.03,0.05,60,9.91791983,4.452574526,33.5758233671576,0,0.133039316,0.009781042365959,0.116454837587426,1.90805231200572,2.71566331,,0.099338561,0.483119579784782,1.39259347,0.031763182,8.742,4.656,37.11,2,36,0.5,-1.856730802,5220,-1E-04,4.43E-06,-6.69E-05,0,2,4,21662611.62,0.5,0.031368797,599574649472,0.741350906,18.36105728,7.18939209,-31.81446266,3.7488873,3.566866159,14.3333333333333,4.277777777,-0.090057746,1.8E-06,-2.576237202,-0.128721133,36.37517691
